vidid,Predicted
VID_21506,1.0
VID_15898,1.0
VID_4349,5.0
VID_16235,5.0
VID_6391,15.0
VID_4940,2.0
VID_16185,2.0
VID_6988,1.0
VID_877,2.0
VID_23610,2.0
VID_17702,2.0
VID_18664,4.0
VID_9915,1.0
VID_4438,2.0
VID_15812,1.0
VID_15966,2.0
VID_2832,2.0
VID_20533,1.0
VID_12692,2.0
VID_11340,1.0
VID_10760,1.0
VID_19631,2.0
VID_7012,2.0
VID_7799,1.0
VID_3963,1.0
VID_501,2.0
VID_9202,2.0
VID_14268,1.0
VID_21714,1.0
VID_23154,2.0
VID_4429,2.0
VID_16062,1.0
VID_6282,2.0
VID_13205,1.0
VID_8515,1.0
VID_9480,1.0
VID_21979,4.0
VID_18494,2.0
VID_20589,1.0
VID_15916,2.0
VID_17023,1.0
VID_8425,2.0
VID_3586,3.0
VID_5788,3.0
VID_12137,2.0
VID_14347,2.0
VID_19044,2.0
VID_11039,16.0
VID_3484,2.0
VID_15142,2.0
VID_3351,2.0
VID_5895,4.0
VID_16112,1.0
VID_19247,1.0
VID_11439,2.0
VID_18883,1.0
VID_12140,6.0
VID_17446,1.0
VID_5115,2.0
VID_21486,2.0
VID_17120,2.0
VID_3959,1.0
VID_15956,2.0
VID_15739,1.0
VID_2682,4.0
VID_14621,1.0
VID_9320,1.0
VID_12110,2.0
VID_11354,1.0
VID_811,2.0
VID_9472,1.0
VID_4773,2.0
VID_12695,1.0
VID_19547,1.0
VID_530,2.0
VID_155,2.0
VID_22955,1.0
VID_20307,1.0
VID_11612,1.0
VID_15674,5.0
VID_13000,1.0
VID_1455,5.0
VID_23534,1.0
VID_18740,1.0
VID_17988,2.0
VID_21728,1.0
VID_10905,2.0
VID_18445,1.0
VID_21983,3.0
VID_16023,2.0
VID_1444,7.0
VID_1814,2.0
VID_19094,1.0
VID_19355,1.0
VID_20430,1.0
VID_13461,2.0
VID_9066,4.0
VID_3020,2.0
VID_13577,3.0
VID_5062,2.0
VID_9293,1.0
VID_16663,1.0
VID_20444,1.0
VID_22353,3.0
VID_22384,3.0
VID_23036,1.0
VID_12705,4.0
VID_11785,2.0
VID_22988,17.0
VID_9495,1.0
VID_8909,2.0
VID_13459,2.0
VID_22206,2.0
VID_12228,7.0
VID_2335,2.0
VID_17498,2.0
VID_18702,1.0
VID_10850,2.0
VID_12956,1.0
VID_6246,2.0
VID_9539,1.0
VID_17436,2.0
VID_8383,5.0
VID_4554,3.0
VID_18487,5.0
VID_6285,2.0
VID_287,2.0
VID_5371,2.0
VID_10704,1.0
VID_20810,1.0
VID_7972,2.0
VID_10923,5.0
VID_11876,2.0
VID_15477,4.0
VID_12366,2.0
VID_6538,3.0
VID_10092,2.0
VID_6826,3.0
VID_22526,6.0
VID_10897,2.0
VID_3400,2.0
VID_9995,2.0
VID_19337,2.0
VID_9673,2.0
VID_12280,7.0
VID_14038,3.0
VID_11157,1.0
VID_13406,2.0
VID_7774,1.0
VID_7386,2.0
VID_2419,2.0
VID_6334,12.0
VID_1778,2.0
VID_4907,2.0
VID_7122,2.0
VID_10445,2.0
VID_18113,4.0
VID_6716,16.0
VID_5803,2.0
VID_6459,2.0
VID_14427,2.0
VID_3872,7.0
VID_6774,2.0
VID_11609,1.0
VID_21821,2.0
VID_14317,2.0
VID_4982,2.0
VID_5798,2.0
VID_4365,2.0
VID_6535,3.0
VID_7237,13.0
VID_10388,2.0
VID_17934,4.0
VID_838,2.0
VID_5439,1.0
VID_11455,1.0
VID_7473,2.0
VID_16677,2.0
VID_18433,2.0
VID_10243,1.0
VID_23592,1.0
VID_19401,1.0
VID_2547,2.0
VID_4525,2.0
VID_13804,2.0
VID_22266,1.0
VID_7560,2.0
VID_10381,4.0
VID_4977,1.0
VID_14081,9.0
VID_19054,1.0
VID_2608,13.0
VID_8639,1.0
VID_4407,2.0
VID_9135,2.0
VID_9462,2.0
VID_10687,2.0
VID_15274,3.0
VID_22631,1.0
VID_3777,3.0
VID_10585,2.0
VID_18024,3.0
VID_10941,4.0
VID_525,2.0
VID_17097,1.0
VID_13836,4.0
VID_12202,2.0
VID_20868,4.0
VID_17084,2.0
VID_23196,1.0
VID_7322,1.0
VID_17922,3.0
VID_5486,2.0
VID_15289,2.0
VID_7993,3.0
VID_14078,4.0
VID_21530,3.0
VID_11469,2.0
VID_20959,1.0
VID_18159,1.0
VID_19624,30.0
VID_19029,1.0
VID_3489,3.0
VID_15983,8.0
VID_23605,2.0
VID_23757,2.0
VID_7488,2.0
VID_15445,2.0
VID_4538,5.0
VID_22661,4.0
VID_5912,2.0
VID_3324,2.0
VID_21241,1.0
VID_18194,1.0
VID_8640,1.0
VID_10657,2.0
VID_3622,2.0
VID_14909,1.0
VID_5961,2.0
VID_117,2.0
VID_4690,3.0
VID_10717,1.0
VID_20280,2.0
VID_6395,2.0
VID_9199,2.0
VID_6343,3.0
VID_7459,2.0
VID_18041,6.0
VID_12175,1.0
VID_8174,2.0
VID_15644,1.0
VID_3021,4.0
VID_251,2.0
VID_20609,1.0
VID_2033,3.0
VID_20357,2.0
VID_16428,1.0
VID_12297,10.0
VID_1214,3.0
VID_19907,2.0
VID_4697,1.0
VID_22474,1.0
VID_4002,2.0
VID_17351,1.0
VID_937,2.0
VID_17501,2.0
VID_2312,2.0
VID_22996,1.0
VID_14413,1.0
VID_7938,2.0
VID_616,2.0
VID_22499,2.0
VID_21393,1.0
VID_23320,1.0
VID_22780,1.0
VID_10862,2.0
VID_21132,4.0
VID_1416,2.0
VID_624,2.0
VID_10127,2.0
VID_15874,1.0
VID_6946,1.0
VID_8674,1.0
VID_22878,1.0
VID_560,2.0
VID_13640,2.0
VID_9765,1.0
VID_22398,1.0
VID_20560,1.0
VID_4068,2.0
VID_938,2.0
VID_19068,1.0
VID_8889,2.0
VID_23347,1.0
VID_16952,1.0
VID_6032,2.0
VID_5116,1.0
VID_4210,2.0
VID_22022,2.0
VID_16770,1.0
VID_18981,1.0
VID_1668,2.0
VID_23726,3.0
VID_18550,1.0
VID_5518,2.0
VID_12958,1.0
VID_16501,1.0
VID_21485,1.0
VID_14475,1.0
VID_3865,2.0
VID_21642,1.0
VID_22934,5.0
VID_14667,1.0
VID_5519,2.0
VID_17889,1.0
VID_17728,2.0
VID_8727,5.0
VID_14785,1.0
VID_16387,2.0
VID_10703,1.0
VID_7213,2.0
VID_14454,1.0
VID_13455,2.0
VID_5467,2.0
VID_21139,5.0
VID_9033,6.0
VID_3863,2.0
VID_13990,1.0
VID_2641,2.0
VID_15745,1.0
VID_5929,2.0
VID_769,2.0
VID_5499,2.0
VID_8609,1.0
VID_3903,2.0
VID_19579,1.0
VID_10506,2.0
VID_23577,1.0
VID_9042,4.0
VID_10606,4.0
VID_14849,1.0
VID_10497,2.0
VID_21208,1.0
VID_12837,1.0
VID_7924,2.0
VID_21109,2.0
VID_6848,2.0
VID_8993,2.0
VID_10584,1.0
VID_19794,1.0
VID_15209,4.0
VID_6195,2.0
VID_22498,1.0
VID_9814,1.0
VID_18155,1.0
VID_20573,3.0
VID_4092,3.0
VID_15455,1.0
VID_8989,3.0
VID_1852,2.0
VID_17278,1.0
VID_12619,4.0
VID_22663,1.0
VID_15372,2.0
VID_13978,1.0
VID_17325,1.0
VID_19025,1.0
VID_21374,2.0
VID_10207,1.0
VID_11924,2.0
VID_8975,3.0
VID_8851,1.0
VID_12210,1.0
VID_8178,2.0
VID_19252,1.0
VID_5421,2.0
VID_6757,2.0
VID_8125,1.0
VID_14709,3.0
VID_5795,3.0
VID_21888,3.0
VID_14058,2.0
VID_8028,1.0
VID_22918,2.0
VID_11731,1.0
VID_22841,1.0
VID_7453,2.0
VID_11870,2.0
VID_20484,1.0
VID_1971,2.0
VID_599,2.0
VID_16812,1.0
VID_5401,2.0
VID_16289,1.0
VID_12150,2.0
VID_13299,2.0
VID_19015,2.0
VID_1604,2.0
VID_18013,4.0
VID_2240,2.0
VID_8114,1.0
VID_13586,4.0
VID_2784,2.0
VID_1539,2.0
VID_6787,3.0
VID_11544,2.0
VID_5296,2.0
VID_5684,2.0
VID_7467,2.0
VID_5869,3.0
VID_19596,1.0
VID_96,2.0
VID_859,2.0
VID_13559,8.0
VID_20976,4.0
VID_18524,2.0
VID_3089,2.0
VID_4453,2.0
VID_15802,6.0
VID_18291,1.0
VID_3914,5.0
VID_10582,1.0
VID_11482,2.0
VID_615,2.0
VID_19069,2.0
VID_911,2.0
VID_3308,2.0
VID_5668,2.0
VID_16402,1.0
VID_19375,2.0
VID_8556,1.0
VID_19966,2.0
VID_17274,1.0
VID_407,2.0
VID_23383,2.0
VID_6105,1.0
VID_2643,7.0
VID_18875,1.0
VID_13188,2.0
VID_13504,4.0
VID_17900,2.0
VID_6368,2.0
VID_19648,2.0
VID_23490,1.0
VID_9098,2.0
VID_12973,1.0
VID_15207,2.0
VID_17033,5.0
VID_21758,16.0
VID_21628,1.0
VID_3935,2.0
VID_5670,2.0
VID_13844,5.0
VID_20416,1.0
VID_19885,1.0
VID_15487,2.0
VID_9890,1.0
VID_17721,3.0
VID_2585,4.0
VID_19723,2.0
VID_22716,1.0
VID_10004,2.0
VID_1529,3.0
VID_8126,1.0
VID_4224,2.0
VID_22704,1.0
VID_10705,1.0
VID_10524,2.0
VID_1133,5.0
VID_3404,2.0
VID_20344,2.0
VID_9397,2.0
VID_20601,1.0
VID_9482,1.0
VID_6673,2.0
VID_3899,3.0
VID_7008,2.0
VID_2690,2.0
VID_7483,2.0
VID_1614,4.0
VID_241,2.0
VID_13499,1.0
VID_11734,1.0
VID_18937,1.0
VID_11906,3.0
VID_11525,2.0
VID_4199,2.0
VID_19984,1.0
VID_15743,1.0
VID_23097,3.0
VID_16716,2.0
VID_6805,2.0
VID_6552,2.0
VID_269,2.0
VID_13646,1.0
VID_10761,1.0
VID_16502,2.0
VID_10352,2.0
VID_10226,1.0
VID_23493,3.0
VID_734,5.0
VID_5364,2.0
VID_5122,2.0
VID_2104,2.0
VID_5143,3.0
VID_3850,3.0
VID_23633,2.0
VID_19158,4.0
VID_23597,2.0
VID_5716,2.0
VID_23516,1.0
VID_12921,11.0
VID_17949,2.0
VID_8164,3.0
VID_2097,2.0
VID_10400,2.0
VID_998,2.0
VID_11447,2.0
VID_7866,2.0
VID_11664,3.0
VID_7094,2.0
VID_19536,2.0
VID_13747,3.0
VID_6307,2.0
VID_2424,4.0
VID_6363,2.0
VID_1524,3.0
VID_20772,4.0
VID_23466,1.0
VID_10752,1.0
VID_4918,2.0
VID_23046,4.0
VID_6694,2.0
VID_4646,3.0
VID_17016,6.0
VID_11145,1.0
VID_12387,2.0
VID_22126,3.0
VID_17930,4.0
VID_12268,3.0
VID_5192,2.0
VID_16369,2.0
VID_11841,2.0
VID_13926,2.0
VID_5622,2.0
VID_5346,2.0
VID_10544,2.0
VID_6622,2.0
VID_17583,4.0
VID_13876,7.0
VID_1033,2.0
VID_10998,1.0
VID_7037,1.0
VID_22495,2.0
VID_13170,2.0
VID_7480,2.0
VID_13753,2.0
VID_13831,3.0
VID_17763,1.0
VID_2793,2.0
VID_20514,1.0
VID_22850,4.0
VID_3953,2.0
VID_2434,2.0
VID_13670,1.0
VID_12368,2.0
VID_19664,3.0
VID_4173,3.0
VID_15859,2.0
VID_14717,2.0
VID_18425,1.0
VID_5232,2.0
VID_6288,3.0
VID_7433,2.0
VID_1003,2.0
VID_13060,3.0
VID_15297,2.0
VID_9730,1.0
VID_19022,2.0
VID_1885,2.0
VID_7425,2.0
VID_20867,12.0
VID_2501,2.0
VID_19822,1.0
VID_10604,3.0
VID_18763,2.0
VID_1818,2.0
VID_16644,3.0
VID_7528,1.0
VID_8166,3.0
VID_22357,12.0
VID_3918,4.0
VID_10589,1.0
VID_3027,2.0
VID_23607,2.0
VID_9153,2.0
VID_291,2.0
VID_8213,3.0
VID_9424,1.0
VID_19769,3.0
VID_22910,3.0
VID_14626,2.0
VID_2363,3.0
VID_5125,3.0
VID_16291,1.0
VID_14392,2.0
VID_1036,4.0
VID_14153,1.0
VID_13506,3.0
VID_6149,2.0
VID_2777,2.0
VID_19018,1.0
VID_8497,2.0
VID_21395,2.0
VID_7117,1.0
VID_21328,1.0
VID_7710,2.0
VID_17750,1.0
VID_1680,3.0
VID_4028,2.0
VID_20481,1.0
VID_8880,3.0
VID_21640,2.0
VID_13074,1.0
VID_8763,2.0
VID_3983,2.0
VID_432,2.0
VID_14174,2.0
VID_23234,2.0
VID_23704,2.0
VID_5492,2.0
VID_6329,3.0
VID_3504,3.0
VID_5758,2.0
VID_4794,2.0
VID_20788,1.0
VID_5213,2.0
VID_6785,12.0
VID_11456,2.0
VID_22729,2.0
VID_9741,1.0
VID_16684,2.0
VID_11853,2.0
VID_3598,3.0
VID_6772,2.0
VID_2469,2.0
VID_2206,2.0
VID_6843,2.0
VID_10634,1.0
VID_8040,2.0
VID_12369,1.0
VID_2693,2.0
VID_11067,5.0
VID_11520,2.0
VID_2821,2.0
VID_3038,9.0
VID_11250,2.0
VID_22710,1.0
VID_11733,2.0
VID_7363,2.0
VID_23723,1.0
VID_11688,2.0
VID_6034,2.0
VID_22123,1.0
VID_20388,1.0
VID_6503,3.0
VID_15018,2.0
VID_22601,1.0
VID_3210,2.0
VID_11450,2.0
VID_1040,3.0
VID_13938,1.0
VID_20462,2.0
VID_22043,2.0
VID_23262,7.0
VID_13502,1.0
VID_13855,4.0
VID_1368,2.0
VID_9381,1.0
VID_12394,3.0
VID_19290,1.0
VID_5050,5.0
VID_23326,2.0
VID_5262,2.0
VID_23088,1.0
VID_13259,9.0
VID_13056,1.0
VID_17553,2.0
VID_5220,2.0
VID_16497,2.0
VID_17882,1.0
VID_14613,2.0
VID_600,2.0
VID_19476,1.0
VID_814,3.0
VID_21709,1.0
VID_23117,2.0
VID_22461,3.0
VID_5566,2.0
VID_3407,2.0
VID_5958,2.0
VID_15941,2.0
VID_11387,2.0
VID_11741,2.0
VID_70,2.0
VID_20781,1.0
VID_11832,2.0
VID_1723,13.0
VID_6240,2.0
VID_8963,2.0
VID_14121,2.0
VID_7960,1.0
VID_14523,2.0
VID_20941,1.0
VID_23728,2.0
VID_17575,3.0
VID_13353,2.0
VID_18877,1.0
VID_19283,1.0
VID_19494,1.0
VID_12311,5.0
VID_21019,3.0
VID_23343,1.0
VID_16495,95.0
VID_2932,2.0
VID_21207,1.0
VID_12004,1.0
VID_11129,3.0
VID_15892,1.0
VID_5645,2.0
VID_8615,2.0
VID_20982,1.0
VID_12201,2.0
VID_20427,2.0
VID_17217,2.0
VID_1642,2.0
VID_11516,2.0
VID_23022,1.0
VID_7142,2.0
VID_9909,1.0
VID_9529,1.0
VID_22664,1.0
VID_435,2.0
VID_15960,3.0
VID_12952,1.0
VID_21100,2.0
VID_23229,2.0
VID_10906,1.0
VID_2945,2.0
VID_10393,2.0
VID_11026,9.0
VID_13865,3.0
VID_13079,1.0
VID_20285,1.0
VID_22600,1.0
VID_15248,2.0
VID_12096,1.0
VID_12609,3.0
VID_21464,4.0
VID_2568,2.0
VID_18864,1.0
VID_3347,2.0
VID_15238,4.0
VID_17746,2.0
VID_20055,2.0
VID_7138,2.0
VID_5665,2.0
VID_8130,2.0
VID_14441,1.0
VID_8693,1.0
VID_12944,1.0
VID_3446,4.0
VID_2862,2.0
VID_5671,2.0
VID_8484,2.0
VID_5596,1.0
VID_15925,2.0
VID_18290,1.0
VID_4102,2.0
VID_18762,1.0
VID_49,2.0
VID_19899,1.0
VID_6311,2.0
VID_9972,2.0
VID_12965,1.0
VID_12420,2.0
VID_7547,1.0
VID_21893,2.0
VID_21819,1.0
VID_20945,1.0
VID_3359,2.0
VID_1671,2.0
VID_7479,2.0
VID_12766,2.0
VID_8145,1.0
VID_13652,2.0
VID_21627,1.0
VID_472,2.0
VID_16667,3.0
VID_20187,1.0
VID_18033,4.0
VID_1061,7.0
VID_3719,2.0
VID_14470,7.0
VID_430,2.0
VID_22153,2.0
VID_19285,1.0
VID_8843,2.0
VID_11084,3.0
VID_1246,2.0
VID_22180,1.0
VID_3111,2.0
VID_7313,2.0
VID_23081,2.0
VID_10020,7.0
VID_5656,2.0
VID_15080,2.0
VID_18949,1.0
VID_10056,2.0
VID_17696,1.0
VID_23304,2.0
VID_22199,3.0
VID_4851,1.0
VID_3917,2.0
VID_6859,2.0
VID_21622,2.0
VID_20987,4.0
VID_20279,1.0
VID_12069,2.0
VID_3742,2.0
VID_5130,2.0
VID_3029,2.0
VID_23673,1.0
VID_9586,1.0
VID_11637,1.0
VID_15344,2.0
VID_12885,2.0
VID_4096,2.0
VID_4138,2.0
VID_12864,2.0
VID_5340,2.0
VID_11542,1.0
VID_18608,1.0
VID_15189,2.0
VID_22317,3.0
VID_22385,1.0
VID_10936,15.0
VID_11519,2.0
VID_12576,2.0
VID_20918,1.0
VID_17112,10.0
VID_2396,2.0
VID_3125,2.0
VID_9058,3.0
VID_5939,9.0
VID_7593,2.0
VID_4754,2.0
VID_2974,2.0
VID_3590,6.0
VID_3600,2.0
VID_8459,2.0
VID_4543,2.0
VID_12434,2.0
VID_12167,2.0
VID_1322,3.0
VID_19409,1.0
VID_10523,2.0
VID_4457,2.0
VID_19478,1.0
VID_20828,3.0
VID_10775,1.0
VID_12091,2.0
VID_14378,2.0
VID_1418,3.0
VID_12458,2.0
VID_15357,2.0
VID_3555,2.0
VID_19662,2.0
VID_9393,1.0
VID_19125,1.0
VID_17044,2.0
VID_14112,1.0
VID_22607,1.0
VID_9508,2.0
VID_18141,1.0
VID_13392,2.0
VID_6306,2.0
VID_16298,1.0
VID_5832,2.0
VID_20852,4.0
VID_2052,2.0
VID_11283,1.0
VID_20392,1.0
VID_22108,2.0
VID_3064,2.0
VID_4482,2.0
VID_11672,2.0
VID_3301,2.0
VID_20106,1.0
VID_16205,2.0
VID_9532,1.0
VID_11294,1.0
VID_12690,2.0
VID_21059,1.0
VID_2388,2.0
VID_17405,1.0
VID_3099,2.0
VID_20770,1.0
VID_17262,2.0
VID_4476,2.0
VID_1163,2.0
VID_22777,1.0
VID_21090,1.0
VID_6598,2.0
VID_5743,5.0
VID_21253,1.0
VID_20611,3.0
VID_1089,3.0
VID_4371,2.0
VID_17003,3.0
VID_18424,2.0
VID_1222,2.0
VID_6479,2.0
VID_13563,5.0
VID_12946,1.0
VID_8437,2.0
VID_21515,2.0
VID_14775,2.0
VID_17802,1.0
VID_8274,1.0
VID_23680,3.0
VID_6005,2.0
VID_23105,2.0
VID_9956,1.0
VID_6750,2.0
VID_16401,1.0
VID_23075,3.0
VID_14863,1.0
VID_19341,1.0
VID_19522,1.0
VID_7749,2.0
VID_17107,3.0
VID_12774,2.0
VID_8974,3.0
VID_11208,1.0
VID_6781,3.0
VID_2411,2.0
VID_8384,2.0
VID_21496,1.0
VID_18389,1.0
VID_18660,3.0
VID_1547,2.0
VID_1065,5.0
VID_7387,1.0
VID_11746,1.0
VID_7133,2.0
VID_17890,1.0
VID_12710,3.0
VID_4806,4.0
VID_1976,2.0
VID_13114,2.0
VID_19933,1.0
VID_8961,2.0
VID_4436,2.0
VID_11471,2.0
VID_6393,3.0
VID_8690,1.0
VID_1266,2.0
VID_10199,1.0
VID_16287,1.0
VID_11285,2.0
VID_22078,1.0
VID_22632,1.0
VID_17811,1.0
VID_308,2.0
VID_8559,1.0
VID_13391,5.0
VID_23733,3.0
VID_12814,1.0
VID_7783,2.0
VID_11619,1.0
VID_4950,11.0
VID_17844,1.0
VID_15758,2.0
VID_20079,1.0
VID_10069,2.0
VID_15577,2.0
VID_9911,1.0
VID_17668,1.0
VID_22412,1.0
VID_20668,1.0
VID_5469,2.0
VID_3477,2.0
VID_15324,2.0
VID_11267,2.0
VID_8597,1.0
VID_14548,4.0
VID_1194,2.0
VID_5600,2.0
VID_714,2.0
VID_15462,2.0
VID_17243,2.0
VID_2432,2.0
VID_12784,1.0
VID_4755,2.0
VID_12103,2.0
VID_5452,1.0
VID_1077,4.0
VID_13656,1.0
VID_23047,2.0
VID_2692,2.0
VID_20623,1.0
VID_19418,1.0
VID_22232,1.0
VID_6574,2.0
VID_7327,2.0
VID_13579,4.0
VID_14575,8.0
VID_5813,3.0
VID_15008,3.0
VID_575,2.0
VID_20939,1.0
VID_1973,2.0
VID_6371,3.0
VID_14854,3.0
VID_14833,1.0
VID_21299,2.0
VID_16915,2.0
VID_6309,3.0
VID_10230,1.0
VID_17533,1.0
VID_13445,3.0
VID_20091,2.0
VID_14734,10.0
VID_990,4.0
VID_1433,6.0
VID_17335,2.0
VID_9492,2.0
VID_16368,1.0
VID_21194,1.0
VID_7536,2.0
VID_11647,2.0
VID_22540,1.0
VID_12919,2.0
VID_8573,1.0
VID_332,2.0
VID_23679,1.0
VID_6675,2.0
VID_6431,3.0
VID_12138,2.0
VID_14674,1.0
VID_9043,8.0
VID_1427,3.0
VID_10326,2.0
VID_6121,2.0
VID_20413,2.0
VID_19785,2.0
VID_12681,2.0
VID_20531,1.0
VID_6356,2.0
VID_3790,2.0
VID_6591,2.0
VID_1798,2.0
VID_409,2.0
VID_11941,1.0
VID_22788,1.0
VID_9094,2.0
VID_7071,1.0
VID_3436,3.0
VID_20475,1.0
VID_22614,2.0
VID_15108,2.0
VID_7007,3.0
VID_18260,1.0
VID_10317,2.0
VID_21914,4.0
VID_8034,2.0
VID_9624,1.0
VID_9860,1.0
VID_609,2.0
VID_9013,5.0
VID_15684,1.0
VID_11353,2.0
VID_23124,1.0
VID_7717,1.0
VID_12993,1.0
VID_390,2.0
VID_2574,2.0
VID_9826,2.0
VID_20411,2.0
VID_13748,2.0
VID_22008,1.0
VID_23133,1.0
VID_18461,1.0
VID_13349,2.0
VID_8256,2.0
VID_10201,1.0
VID_773,14.0
VID_11020,11.0
VID_12745,3.0
VID_19425,2.0
VID_12029,2.0
VID_1907,2.0
VID_22849,2.0
VID_2714,2.0
VID_19918,1.0
VID_6134,2.0
VID_5853,2.0
VID_10963,4.0
VID_8466,2.0
VID_14189,1.0
VID_13934,2.0
VID_5932,2.0
VID_15673,2.0
VID_7804,2.0
VID_3722,2.0
VID_19906,1.0
VID_3043,5.0
VID_1513,3.0
VID_2110,2.0
VID_17568,3.0
VID_11373,2.0
VID_22316,1.0
VID_15689,7.0
